status_id,status_message,status_author,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1500321840185061_1925013187715922,UberBatmobile,Ari Donnelly,,status,,2017-10-07 13:08:24,5,0,0,5,0,0,0,0,0
1500321840185061_1924681481082426,An app that combines annoying the shit out of your neighbors with the refreshing taste of being a homophobe.,Joanna Eyles,Same-sex marriage opponents launch app to direct doorknockers to undecided voters' homes,link,http://www.smh.com.au/federal-politics/political-news/samesex-marriage-opponents-launch-freedom-team-app-to-direct-doorknockers-to-undecided-voters-homes-20171004-gyum4u.html,2017-10-06 20:33:37,24,3,1,4,0,2,1,2,15
1500321840185061_1924715227745718,horseshoes with arch support,D'Ant Ward,,status,,2017-10-06 22:21:27,5,1,0,5,0,0,0,0,0
1500321840185061_1924431734440734,2018 as No Dogs Year.,Jordan Fryer,,status,,2017-10-06 08:05:33,54,16,0,8,3,0,0,2,41
1500321840185061_1924715127745728,moon jellyfish that taste like the moon (cheese),D'Ant Ward,,status,,2017-10-06 22:21:04,2,0,0,2,0,0,0,0,0
1500321840185061_1924700037747237,Annual convention for ex-FBI directors: Comey-Con,Karan Chhatpar,,status,,2017-10-06 21:49:19,9,0,0,9,0,0,0,0,0
1500321840185061_1924313717785869,Cutting out the middleman and having an all-dog police force.,Jacob Palumbo,,status,,2017-10-06 00:08:13,38,3,1,32,4,0,2,0,0
1500321840185061_1924683274415580,"An angery ankylosaur kaiju, Angeryrus.",Jordan Fryer,,status,,2017-10-06 20:41:44,0,0,0,0,0,0,0,0,0
1500321840185061_1924643657752875,"A 'Stalker' mode for Facebook, where you can't like anything.",Kyle Bradshaw,,status,,2017-10-06 18:33:25,13,1,0,7,1,0,5,0,0
1500321840185061_1924282847788956,I'm blaming you all for this.,Kasumi Williams,,photo,https://www.facebook.com/photo.php?fbid=10155764675952020&set=gm.1924282847788956&type=3,2017-10-05 22:03:06,118,5,0,95,7,0,16,0,0
1500321840185061_1924609081089666,Solar panels on the sun so that we have power forever.,Jack Watters,,status,,2017-10-06 16:32:08,15,1,0,14,0,1,0,0,0
1500321840185061_1924603614423546,Halal pornhub,Babba Ahmadou Laminou,,status,,2017-10-06 16:16:46,1,0,0,1,0,0,0,0,0
1500321840185061_1924357141114860,"A quick and easy way to get out of the friend zone, and back into the stranger zone",Wali Kamal,,status,,2017-10-06 03:40:34,8,6,0,8,0,0,0,0,0
1500321840185061_1924597961090778,"Faire Use Doctrine: A legal guideline which allows copyrighted material to be used, as long as it's to add color and pageantry to a Renaissance Faire.",Samuel Hedlund,,status,,2017-10-06 15:52:52,6,0,0,6,0,0,0,0,0
1500321840185061_1924461987771042,Domesticating Komodo dragons to replace dogs.,Jordan Fryer,,status,,2017-10-06 09:14:11,10,2,0,9,0,0,0,0,1
1500321840185061_1924280074455900,Nanomanaging,KL Médée,,status,,2017-10-05 21:48:58,3,4,0,3,0,0,0,0,0
1500321840185061_1924501077767133,"A dinosaur who only moves in a specified direction, the Velocityraptor.",Daniel Gold,,status,,2017-10-06 11:12:24,10,0,0,10,0,0,0,0,0
1500321840185061_1924433607773880,Electric eels as a power source.,Jordan Fryer,,status,,2017-10-06 08:11:15,10,1,0,10,0,0,0,0,0
1500321840185061_1924428934441014,Darth Angery.,Jordan Fryer,,status,,2017-10-06 07:55:40,3,1,0,0,0,0,0,0,3
1500321840185061_1924313011119273,NASA for Manatees.,Jacob Palumbo,the Nonhuman Autonomous Space Agency,link,http://cargocollective.com/nonhumanagency/,2017-10-06 00:05:28,2,0,0,2,0,0,0,0,0
1500321840185061_1924280027789238,Macromanaging,KL Médée,,status,,2017-10-05 21:48:46,2,0,0,1,1,0,0,0,0
1500321840185061_1923472437869997,AngeryReactJS,David Perlman,,status,,2017-10-04 01:56:58,10,2,0,4,0,1,0,0,5
1500321840185061_1924104167806824,Dockless boatshares.,Samuel Hedlund,,status,,2017-10-05 13:21:19,0,0,0,0,0,0,0,0,0
1500321840185061_1924088757808365,text subscription service that sends you one weird or uncommon kink every day,Olivia Marie,,status,,2017-10-05 12:26:43,3,0,0,3,0,0,0,0,0
1500321840185061_1924079737809267,Genius rap explainations but by grandparents making their best guess at what the lyrics mean,Paul Gemperlein,,status,,2017-10-05 11:59:32,24,0,0,22,2,0,0,0,0
1500321840185061_1923642961186278,Helicopter ejection seats.,George Albertson,,status,,2017-10-04 10:44:27,3,3,0,1,1,1,0,0,0
1500321840185061_1923405421210032,Extremely low-resolution porn...for buildings?,Gabriel Jacobs,The New York Times,link,https://www.nytimes.com/2017/10/02/arts/design/louvre-pulls-domestikator-sculpture-tuileries-fiac.html?smid=fb-nytimes&smtyp=cur,2017-10-03 22:01:41,51,5,1,36,0,1,14,0,0
1500321840185061_1924044384479469,Bareknuckle Contessa.,Gabriel Jacobs,,status,,2017-10-05 10:07:19,5,0,0,5,0,0,0,0,0
1500321840185061_1923449387872302,"Dentistry, but for sadomasochists.",Chad Whitney,,status,,2017-10-04 00:19:28,2,5,0,2,0,0,0,0,0
1500321840185061_1923570624526845,"Red light ticket cameras, but for cyclists.",Samuel Hedlund,,status,,2017-10-04 07:29:01,5,1,0,4,1,0,0,0,0
1500321840185061_1923560481194526,SoulCycle but for real outdoor biking,Nitish Kulkarni,,status,,2017-10-04 06:52:38,0,2,0,0,0,0,0,0,0
1500321840185061_1923476387869602,"gluten free, non gmo, made by 3rd world interns free from evils of capitalism.",Navin Kumar,English Whirled Wide,photo,https://www.facebook.com/EnglishWhirledWide/photos/a.83210034294.76785.83159994294/10155829308529295/?type=3,2017-10-04 02:14:51,13,2,0,11,0,0,2,0,0
1500321840185061_1922152628001978,Uber Dating Pool: meet singles by seeing how you mesh in a rideshare,Ray Scheinman,,status,,2017-09-30 23:50:19,9,2,0,8,1,0,0,0,0
1500321840185061_1923859651164609,Boxing on FaceTime,Keenan McCarthy,,status,,2017-10-04 22:44:21,3,0,0,3,0,0,0,0,0
1500321840185061_1921423958074845,Macklemore after he goes to the gym: Mackelsore,Karan Chhatpar,,status,,2017-09-29 06:23:24,24,11,0,20,0,1,2,0,1
1500321840185061_1923834941167080,"A Peanuts movie about a presidential family in an alternate universe: It's the Great Trumpkin, Charlie Brown",Karan Chhatpar,,status,,2017-10-04 20:56:56,2,0,0,2,0,0,0,0,0
1500321840185061_1922998064584101,"Bitcoin, but with more Jesus.",Samuel Hedlund,Jesus Coin: A Crypto To Believe In,link,http://www.investopedia.com/news/what-jesus-coin-and-does-it-foretell-end-cryptocurrencies/?utm_source=facebook.com&utm_medium=social&utm_campaign=fb_main_page,2017-10-02 22:20:26,67,12,0,54,1,1,11,0,0
1500321840185061_1923744794509428,Black box life insurance where a tracking device is put up your ass giving you a premium discount for a low risk life style,Kane Swartz,,status,,2017-10-04 15:56:21,3,0,0,2,0,0,0,0,1
1500321840185061_1923703924513515,"Religion, that's actually legitimate (according to the tech elite)",Charles Costa,AI is the New Jesus - Religion in Silicon Valley - Menlo Park After Dark,link,https://menloparkafterdark.com/2017/10/ai-new-jesus-religion-silicon-valley/,2017-10-04 13:47:00,3,1,0,3,0,0,0,0,0
1500321840185061_1923709594512948,A horror movie for dogs: White God,Alex Matulaitis,,status,,2017-10-04 14:08:54,0,2,0,0,0,0,0,0,0
1500321840185061_1923684934515414,"An X-Files spinoff called ""Doggett Does Dallas.""",D.j. Samuelian,,status,,2017-10-04 12:41:48,3,1,0,3,0,0,0,0,0
1500321840185061_1923012874582620,A company that provides invoices for the cost of war: Sticker Shock & Awe,Ant'ny Fataski,,status,,2017-10-02 23:20:14,0,2,0,0,0,0,0,0,0
1500321840185061_1923649871185587,lowercaseism: an economic system in which everyone spells their name with lowercase letters and the CAPITALISTS own the MEANS OF PRODUCTION,Aidan Fitzgerald,,status,,2017-10-04 10:59:15,8,0,0,2,0,5,0,0,1
1500321840185061_1923644207852820,A group for young people that is 50% better than existing groups: 6-H Club,Jim Schrempp,,status,,2017-10-04 10:49:03,2,0,0,2,0,0,0,0,0
1500321840185061_1923006301249944,Because youre not supposed to run with sharp objects: Blade Walker,Austin Wa Lee,,status,,2017-10-02 23:00:38,46,5,1,45,1,0,0,0,0
1500321840185061_1923550821195492,Netflix but for myspace,Nitish Kulkarni,,status,,2017-10-04 06:16:30,0,1,0,0,0,0,0,0,0
1500321840185061_1923302277887013,Coward the courageous dog.,Jack Watters,,status,,2017-10-03 15:25:00,19,3,0,14,0,3,0,2,0
1500321840185061_1923372611213313,"The volume of any sound a program produces is muffled if its window isn't on top, getting harder to hear the more windows are on top of it.",James A. Calwell III,,status,,2017-10-03 20:07:42,3,1,0,3,0,0,0,0,0
1500321840185061_1923388711211703,"Foot-shaped fleshlights called...

Puss in Boots.",Sabrina McMillin,,status,,2017-10-03 20:58:07,39,4,0,27,0,1,6,3,2
1500321840185061_1916393848577856,An escort agency for sad millennials.,René Vergara Fuentes,Business Insider UK,video,https://www.facebook.com/BusinessInsiderUK/videos/2303568079868889/,2017-09-16 08:02:33,33,6,0,22,0,0,6,5,0
1500321840185061_1923434357873805,Angery lizards.,Jordan Fryer,,status,,2017-10-03 23:35:48,0,1,0,0,0,0,0,0,0
1500321840185061_1923432317874009,"A hat for grandstanding with:
A Soapbox Derby",Ant'ny Fataski,,status,,2017-10-03 23:28:29,1,0,0,1,0,0,0,0,0
1500321840185061_1922953717921869,Guns with AI that doesn't let you shoot if you're pointing it at another person,Wali Kamal,,status,,2017-10-02 19:11:55,30,8,1,25,2,0,3,0,0
1500321840185061_1923406697876571,Widget Spinners: a software consulting company,Robert Rouhani,,status,,2017-10-03 22:07:49,7,0,0,6,1,0,0,0,0
1500321840185061_1923400057877235,Red Solo Cuphead,James A. Calwell III,,status,,2017-10-03 21:44:30,2,0,0,2,0,0,0,0,0
1500321840185061_1923287271221847,Accountant's Creed with you playing as Ezio Auditor,Austin Wa Lee,,status,,2017-10-03 14:15:51,39,3,0,26,5,1,7,0,0
1500321840185061_1923320827885158,A UK exclusive wrestling pay-per-view called The Colossal Kerfuffle.,Philip Kruh,,status,,2017-10-03 16:47:50,2,0,0,2,0,0,0,0,0
1500321840185061_1922946071255967,The English language but every instance of the letter g is followed by another g and that second g is exempt from the g rule.,Jack Watters,,status,,2017-10-02 18:37:00,3,5,0,3,0,0,0,0,0
1500321840185061_1923015071249067,"Ribs, but vegetables: corn on the cob",Ant'ny Fataski,,status,,2017-10-02 23:26:55,15,4,1,13,0,2,0,0,0
1500321840185061_1922851367932104,Eas Anderson.,Jack Watters,,status,,2017-10-02 12:44:34,20,2,0,17,1,2,0,0,0
1500321840185061_1922922141258360,rick and morty but with more episodes per season,Thien Van Tran,,status,,2017-10-02 17:11:10,65,4,1,54,3,0,0,6,2
1500321840185061_1918505185033389,A filter that tells you when your OSSP is about an Elon Musk based fragrance,Saira Shahid,,status,,2017-09-21 20:03:25,4,2,0,3,1,0,0,0,0
1500321840185061_1918460495037858,My Larger Pony,Luke Palmer,,status,,2017-09-21 16:53:59,26,4,0,19,0,4,3,0,0
1500321840185061_1923029044581003,A plan to send Uwe Boll back in time to buy the rights for Jurassic Park instead of Spielberg.,Jordan Fryer,,status,,2017-10-03 00:04:56,1,0,0,1,0,0,0,0,0
1500321840185061_1923028004581107,Kayak.com but for watercraft,Thomas Noriega,"Search Flights, Hotels & Rental Cars | KAYAK",link,http://kayak.com/,2017-10-03 00:00:38,2,0,0,2,0,0,0,0,0
1500321840185061_1923014811249093,A digital alarm that isn't easy to turn off.,Ant'ny Fataski,,status,,2017-10-02 23:26:21,2,0,0,2,0,0,0,0,0
1500321840185061_1922894094594498,"The singer of Free Fallin who is a non-commissioned officer in the US Navy, but dead: Tom Petty Officer.",Andrew Lama,,status,,2017-10-02 15:20:55,12,6,0,6,0,0,0,3,3
1500321840185061_1923002064583701,A new pictorial written language for international communication: ✨🖼✏️👅🗣️↔️🌎,Jon Purdy,,status,,2017-10-02 22:41:11,3,0,0,3,0,0,0,0,0
1500321840185061_1922997567917484,A sub par GPS device that directs you to the site of minor crimes: Tom Tom Petty Thefts.,Jim Schrempp,,status,,2017-10-02 22:18:25,6,0,0,6,0,0,0,0,0
1500321840185061_1922970491253525,An app that sets day-themed alarms with corresponding songs ex. Wake Me Up When September Ends on October 1st,Sam Goldman,,status,,2017-10-02 20:34:10,4,0,0,4,0,0,0,0,0
1500321840185061_1922966561253918,Blade Rinser,Mark Americus,,status,,2017-10-02 20:14:04,3,0,0,3,0,0,0,0,0
1500321840185061_1922907591259815,A Printer Darkly.,Gabriel Jacobs,,status,,2017-10-02 16:03:09,22,2,0,15,0,2,5,0,0
1500321840185061_1922923851258189,feminist game critic hybric nazi-puncher powerhouse: Antifa Sarkeesian,Gabe Kalfen,,status,,2017-10-02 17:19:42,7,0,0,7,0,0,0,0,0
1500321840185061_1922324804651427,October but everyone magically gets a penis for the entire month - Cocktober,Nitul Deshpande,,status,,2017-10-01 07:58:22,27,5,0,17,4,2,2,2,0
1500321840185061_1922596751290899,Hornets as a service.,Dylan Schink,,status,,2017-10-01 23:51:44,7,3,0,7,0,0,0,0,0
1500321840185061_1922847371265837,"The Thing movie remake, but ""MANS NOT HOT"" by Roadman Shaq is a major symbol/motif in the movie.",Jimmy Yang,,status,,2017-10-02 12:26:55,2,1,0,2,0,0,0,0,0
1500321840185061_1921732518043989,A contest to design the best trophy and whoever wins gets the trophy,Robby Vasen,,status,,2017-09-30 00:36:56,80,5,0,74,2,1,3,0,0
1500321840185061_1922846754599232,October but only non-white people are allowed: POCtober,James A. Calwell III,,status,,2017-10-02 12:24:04,4,0,0,4,0,0,0,0,0
1500321840185061_1922480911302483,The Purge but for people who don't even try to pronounce your name right,Karan Chhatpar,,status,,2017-10-01 15:55:42,36,4,0,33,0,0,2,1,0
1500321840185061_1922466881303886,Church of Angery.,Jordan Fryer,,status,,2017-10-01 15:07:31,11,2,0,2,0,0,0,0,9
1500321840185061_1922479771302597,"Glasses that when worn make the gender you're not usually attracted to, attractive.",Michael Senkow,,status,,2017-10-01 15:51:06,34,10,0,24,3,6,1,0,0
1500321840185061_1922534711297103,"a guitar that shreds documents, so you can shred while you shred",George Albertson,,status,,2017-10-01 19:01:01,36,3,0,35,0,1,0,0,0
1500321840185061_1922804101270164,"who did this

http://mashable.com/2017/10/02/bumble-bizz-networking-feature/#Blc498QLdiqO",Alex McVittie,,status,,2017-10-02 10:27:24,0,0,0,0,0,0,0,0,0
1500321840185061_1922769334606974,A wind/cold resistant chapstick smear.,Chad Whitney,,status,,2017-10-02 08:57:58,0,0,0,0,0,0,0,0,0
1500321840185061_1922757754608132,Cloud based dog storage.,Dylan Schink,,status,,2017-10-02 08:20:19,6,1,0,4,0,2,0,0,0
1500321840185061_1922505371300037,Plastic towels.,Kyle Bradshaw,,status,,2017-10-01 17:01:28,6,2,0,6,0,0,0,0,0
1500321840185061_1922344764649431,A house where every wall--interior and exterior--is made of aquarium tank.,Mark Americus,,status,,2017-10-01 08:55:54,2,2,0,2,0,0,0,0,0
1500321840185061_1922619891288585,October as a service,Saira Shahid,,status,,2017-10-02 00:46:05,4,0,0,4,0,0,0,0,0
1500321840185061_1922462584637649,A martial art for crustaceans: Crab Maga.,Gabriel Jacobs,,status,,2017-10-01 14:49:52,9,2,0,8,1,0,0,0,0
1500321840185061_1922489144634993,Socialites for Socialism,Aidan Fitzgerald,,status,,2017-10-01 16:20:53,1,1,0,1,0,0,0,0,0
1500321840185061_1922516227965618,A mathematically correct beverage company: ∫(ani) dA,Rishu Bagga,,status,,2017-10-01 17:45:47,14,5,0,9,0,0,2,0,3
1500321840185061_1922328907984350,Snakes but they travel in packs,James Cassidy,,status,,2017-10-01 08:09:26,8,5,0,6,0,0,1,0,1
1500321840185061_1922575337959707,October for a whole year,Saira Shahid,,status,,2017-10-01 22:10:55,3,2,0,2,1,0,0,0,0
1500321840185061_1922576547959586,October but 32 days,Saira Shahid,,status,,2017-10-01 22:19:22,4,0,0,4,0,0,0,0,0
1500321840185061_1922562364627671,Ether current month but for minerals: Rocktober,Throsby Wells,,status,,2017-10-01 21:04:00,0,1,0,0,0,0,0,0,0
1500321840185061_1922482344635673,A wacky fill-in-the-blank game without any pesky regulations telling you what part of speech to use: Mad Libertarians,Gabriel Jacobs,,status,,2017-10-01 16:01:03,28,1,0,21,1,0,5,0,1
1500321840185061_1922432571307317,Venetian boats in the 1990s: vaporettowave,Luke Bretscher,,status,,2017-10-01 13:00:15,6,1,0,6,0,0,0,0,0
1500321840185061_1922225017994739,An anger-free world.,Jordan Fryer,,status,,2017-10-01 02:21:44,35,3,0,7,0,0,0,0,28
1500321840185061_1922500924633815,40's of sparkling water,Waylan Russell,,status,,2017-10-01 16:42:55,9,0,0,9,0,0,0,0,0
1500321840185061_1922468417970399,Subscription bacon: Bacon as a Service (BaaS).,Nathan Lawrence,,status,,2017-10-01 15:12:44,11,3,0,10,0,1,0,0,0
1500321840185061_1922429704640937,Halloween but the entire month of October.,Jacob Palumbo,,status,,2017-10-01 12:50:30,1,0,0,1,0,0,0,0,0
1500321840185061_1922412551309319,"A curated utopian society, but it's only for cats",Matt Dot Hudson,,status,,2017-10-01 12:04:24,6,1,0,6,0,0,0,0,0
1500321840185061_1922382994645608,October but for musicians - Rocktober,Pat Murphy,,status,,2017-10-01 10:45:39,3,0,0,3,0,0,0,0,0
1500321840185061_1922382801312294,Uber for mouse infestations,Pat Murphy,,status,,2017-10-01 10:45:00,2,0,0,2,0,0,0,0,0
1500321840185061_1922085161342058,palgiarism - a social network for students copying each other's answers,Eric Huber,,status,,2017-09-30 20:25:00,16,1,0,16,0,0,0,0,0
1500321840185061_1922327274651180,October - Halloween,Nitul Deshpande,,status,,2017-10-01 08:03:33,3,2,0,1,0,0,0,0,2
1500321840185061_1922333511317223,"October but for dogs

Dogtober",Abhinav Prasad,,status,,2017-10-01 08:23:34,5,0,0,3,2,0,0,0,0
1500321840185061_1922326671317907,"October but everyone gets socks -

Socktober",Nitul Deshpande,,status,,2017-10-01 08:03:05,10,1,0,9,0,0,1,0,0
1500321840185061_1922325084651399,"October but as a parody 

Mocktober",Nitul Deshpande,,status,,2017-10-01 07:59:23,6,1,1,4,0,0,2,0,0
1500321840185061_1922327207984520,"October but people punch each other

Socktober",Nitul Deshpande,,status,,2017-10-01 08:03:23,1,0,0,1,0,0,0,0,0
1500321840185061_1922325511318023,"Not really October but we just pretend its real so that we can be ready for real October -

Mocktober",Nitul Deshpande,,status,,2017-10-01 08:00:55,5,0,0,5,0,0,0,0,0
1500321840185061_1922324997984741,"October but its a joke!

Mocktober",Nitul Deshpande,,status,,2017-10-01 07:59:12,4,0,0,4,0,0,0,0,0
1500321840185061_1922324891318085,October but everyone gets zucced from fb - Blocktober,Nitul Deshpande,,status,,2017-10-01 07:58:51,3,0,0,3,0,0,0,0,0
1500321840185061_1922163334667574,Game of Thrones but Vince Staples plays the king of the norf,Akash Gogate,,status,,2017-10-01 00:20:04,18,0,0,17,1,0,0,0,0
1500321840185061_1922053031345271,"Digiorno pizza, but delivery",Jonah Heller,,status,,2017-09-30 18:04:17,25,2,0,20,0,1,0,0,4
1500321840185061_1922047778012463,Socket adaptors for electric drills pls,Kane Swartz,,status,,2017-09-30 17:49:07,2,1,0,2,0,0,0,0,0
1500321840185061_1922035378013703,Resurrected dwarf elephants and hippos as pets.,Jordan Fryer,,status,,2017-09-30 16:48:29,3,0,0,2,1,0,0,0,0
1500321840185061_1921613161389258,"Flushlights, for people with a toilet fetish.",David Perlman,,status,,2017-09-29 16:11:41,5,2,0,3,0,2,0,0,0
1500321840185061_1921614868055754,A Massively-Mansfield Park Online RPG.,Samuel Hedlund,Where's the curtsy button? I test-drive the online Jane Austen role-playing game,link,https://www.theguardian.com/books/2017/sep/28/ever-jane-reader-i-clicked-on-him-i-test-drive-the-virtual-jane-austen-role-playing-game,2017-09-29 16:19:04,17,1,4,14,0,0,3,0,0
1500321840185061_1921223908094850,"Friends with benefactors
Friends with beneficiaries
Friends with benevolent dictators
Friends with bananafits
Friends with retrofits
Friends with epileptic fits
and
.
.
.
Friends with Boba Fetts",David Perlman,,status,,2017-09-28 16:03:58,16,7,0,15,0,0,1,0,0
1500321840185061_1921632911387283,Fake IDs for service dogs,Andrew J. Wesson,,status,,2017-09-29 17:48:50,10,1,0,10,0,0,0,0,0
1500321840185061_1921607908056450,"Yom Kippur, but an app: 4Give",Zev Hurwich,,status,,2017-09-29 15:54:20,10,4,0,8,0,1,1,0,0
